OFFENCE_YEAR,DIVISION,TICKET_TYPE,OFFENCE_CATEGORY,AGE_GROUP,HOOD_158,NEIGHBOURHOOD_158,TICKET_COUNT,ObjectId
2017,D33,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,44,Flemingdon Park,48,16407
2018,D41,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Youth,NSA,NSA,1,16408
2014,D22,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,158,Islington,3,16409
2014,D14,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,83,Dufferin Grove,9,16410
2016,D55,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,122,Birchcliffe-Cliffside,1,16411
2016,D12,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,113,Weston,17,16412
2017,D22,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,159,Etobicoke City Centre,12,16413
2019,D22,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,11,Eringate-Centennial-West Deane,1,16414
2016,D13,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,94,Wychwood,1,16415
2019,D22,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,10,Princess-Rosethorn,2,16416
2018,D32,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,33,Clanton Park,26,16417
2020,D12,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,29,Maple Leaf,72,16418
2021,D51,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,166,St Lawrence-East Bayfront-The Islands,53,16419
2019,D53,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,102,Forest Hill North,1,16420
2021,D13,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Youth,107,Oakwood Village,1,16421
2022,D22,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,159,Etobicoke City Centre,439,16422
2014,D31,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,24,Black Creek,73,16423
2020,D52,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,168,Downtown Yonge East,27,16424
2022,D22,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,161,Humber Bay Shores,1,16425
2021,D14,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,81,Trinity-Bellwoods,85,16426
2022,D42,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,128,Agincourt South-Malvern West,14,16427
2020,D32,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,37,Willowdale West,8,16428
2019,D42,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,144,Morningside Heights,1,16429
2021,D14,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,79,University,78,16430
2014,D43,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,135,Morningside,102,16431
2016,D22,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,11,Eringate-Centennial-West Deane,9,16432
2021,D33,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,149,Parkwoods-O'Connor Hills,5,16433
2021,D55,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,121,Oakridge,1,16434
2019,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,155,Downsview,14,16435
2015,D12,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,91,Weston-Pelham Park,9,16436
2019,D53,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,100,Yonge-Eglinton,648,16437
2017,D23,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,6,Kingsview Village-The Westway,15,16438
2019,D41,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,123,Cliffcrest,41,16439
2017,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,97,Yonge-St.Clair,171,16440
2020,D11,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,91,Weston-Pelham Park,9,16441
2020,D55,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,43,Victoria Village,11,16442
2020,D12,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,115,Mount Dennis,2,16443
2015,D33,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,47,Don Valley Village,2,16444
2015,D43,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,138,Eglinton East,1,16445
2018,D23,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,7,Willowridge-Martingrove-Richview,3,16446
2016,D53,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,39,Bedford Park-Nortown,1,16447
2015,D42,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,146,Malvern East,456,16448
2014,D51,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,73,Moss Park,18,16449
2016,D53,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,102,Forest Hill North,1,16450
2019,D53,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,39,Bedford Park-Nortown,1,16451
2020,D55,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,59,Danforth East York,25,16452
2020,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,56,Leaside-Bennington,2,16453
2018,D53,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,174,South Eglinton-Davisville,16,16454
2016,D31,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,27,York University Heights,6,16455
2022,D33,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,48,Hillcrest Village,2,16456
2015,D13,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Youth,31,Yorkdale-Glen Park,1,16457
2020,D31,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,25,Glenfield-Jane Heights,478,16458
2019,D51,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,NSA,NSA,543,16459
2017,D31,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,154,Oakdale-Beverley Heights,225,16460
2019,D55,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,67,Playter Estates-Danforth,8,16461
2015,D33,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,52,Bayview Village,12,16462
2015,D23,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,6,Kingsview Village-The Westway,15,16463
2018,D12,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,29,Maple Leaf,13,16464
2020,D41,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,157,Bendale South,3,16465
2020,D53,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,103,Lawrence Park South,3,16466
2021,D12,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Youth,111,Rockcliffe-Smythe,1,16467
2020,D42,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Youth,NSA,NSA,1,16468
2015,D32,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,155,Downsview,59,16469
2022,D33,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,48,Hillcrest Village,708,16470
2022,D13,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,32,Englemount-Lawrence,16,16471
2022,D42,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,129,Agincourt North,4,16472
2014,D41,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,125,Ionview,23,16473
2017,D43,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,134,Highland Creek,5,16474
2019,D14,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,80,Palmerston-Little Italy,38,16475
2020,D31,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,25,Glenfield-Jane Heights,322,16476
2022,D42,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,129,Agincourt North,18,16477
2017,D33,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,43,Victoria Village,16,16478
2014,D23,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,1,West Humber-Clairville,11,16479
2017,D23,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,5,Elms-Old Rexdale,79,16480
2016,D53,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,99,Mount Pleasant East,2,16481
2019,D22,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,160,Mimico-Queensway,1,16482
2021,D43,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Youth,136,West Hill,1,16483
2020,D33,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,46,Pleasant View,2,16484
2021,D32,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,35,Westminster-Branson,13,16485
2017,D43,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,156,Bendale-Glen Andrew,37,16486
2021,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,71,Cabbagetown-South St.James Town,33,16487
2015,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,96,Casa Loma,40,16488
2019,D12,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,30,Brookhaven-Amesbury,98,16489
2017,D43,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,141,Golfdale-Cedarbrae-Woburn,13,16490
2018,D52,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,NSA,NSA,149,16491
2015,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,NSA,NSA,3,16492
2020,D55,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,69,Blake-Jones,93,16493
2017,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,153,Avondale,100,16494
2014,D12,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,30,Brookhaven-Amesbury,6,16495
2020,D32,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,35,Westminster-Branson,3,16496
2017,D13,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,107,Oakwood Village,13,16497
2019,D31,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,27,York University Heights,120,16498
2020,D11,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,90,Junction Area,81,16499
2018,D23,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,8,Humber Heights-Westmount,199,16500
2017,D32,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,39,Bedford Park-Nortown,86,16501
2014,D13,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,32,Englemount-Lawrence,60,16502
2016,D53,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,NSA,NSA,470,16503
2015,D32,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,36,Newtonbrook West,12,16504
2018,D33,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,116,Steeles,15,16505
2018,D12,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,NSA,NSA,404,16506
2020,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,39,Bedford Park-Nortown,431,16507
2016,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,103,Lawrence Park South,1,16508
2016,D51,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,NSA,NSA,2,16509
2022,D33,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,149,Parkwoods-O'Connor Hills,3,16510
2021,D32,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,27,York University Heights,15,16511
2021,D22,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,15,Kingsway South,7,16512
2020,D12,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,90,Junction Area,13,16513
2021,D32,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,32,Englemount-Lawrence,7,16514
2019,D14,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,164,Wellington Place,1033,16515
2014,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,101,Forest Hill South,73,16516
2022,D53,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,55,Thorncliffe Park,10,16517
2014,D22,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,161,Humber Bay Shores,108,16518
2017,D32,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,36,Newtonbrook West,243,16519
2015,D33,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,42,Banbury-Don Mills,1,16520
2016,D55,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,68,North Riverdale,2,16521
2017,D22,Prov Offence Summons Part Iii Form 104                                         ,Distracted Driving,Adult,20,Alderwood,1,16522
2015,D31,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,155,Downsview,110,16523
2016,D42,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Youth,146,Malvern East,1,16524
2017,D41,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,121,Oakridge,1,16525
2015,D11,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,88,High Park North,1,16526
2017,D43,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,123,Cliffcrest,19,16527
2018,D42,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,133,Centennial Scarborough,6,16528
2019,D11,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,83,Dufferin Grove,80,16529
2019,D55,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,70,South Riverdale,8,16530
2019,D22,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,12,Markland Wood,3,16531
2019,D14,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,78,Kensington-Chinatown,2,16532
2020,D55,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,66,Danforth,3,16533
2020,D23,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,NSA,NSA,7,16534
2022,D53,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,105,Lawrence Park North,2,16535
2021,D55,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,120,Clairlea-Birchmount,107,16536
2016,D33,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,44,Flemingdon Park,278,16537
2015,D32,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,153,Avondale,4,16538
2021,D42,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,128,Agincourt South-Malvern West,11,16539
2017,D13,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,101,Forest Hill South,4,16540
2021,D11,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,89,Runnymede-Bloor West Village,6,16541
2019,D33,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,40,St.Andrew-Windfields,10,16542
2020,D12,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,28,Rustic,35,16543
2020,D55,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,61,Taylor-Massey,7,16544
2017,D33,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,149,Parkwoods-O'Connor Hills,106,16545
2021,D51,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,167,Church-Wellesley,91,16546
2021,D32,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,152,East Willowdale,96,16547
2019,D33,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,49,Bayview Woods-Steeles,6,16548
2022,D55,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,64,Woodbine Corridor,140,16549
2015,D42,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,145,Malvern West,148,16550
2021,D13,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,109,Caledonia-Fairbank,2,16551
2022,D43,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,143,West Rouge,2,16552
2016,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,32,Englemount-Lawrence,30,16553
2022,D31,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,23,Pelmo Park-Humberlea,24,16554
2015,D41,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,138,Eglinton East,30,16555
2014,D55,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,43,Victoria Village,53,16556
2017,D32,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,151,Yonge-Doris,304,16557
2014,D33,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,149,Parkwoods-O'Connor Hills,10,16558
2021,D33,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,47,Don Valley Village,4,16559
2017,D53,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,102,Forest Hill North,10,16560
2015,D42,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,NSA,NSA,15,16561
2021,D55,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,67,Playter Estates-Danforth,1,16562
2016,D14,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,81,Trinity-Bellwoods,48,16563
2020,D12,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,113,Weston,182,16564
2015,D43,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,136,West Hill,9,16565
2020,D22,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,160,Mimico-Queensway,20,16566
2017,D32,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,50,Newtonbrook East,48,16567
2019,D55,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,65,Greenwood-Coxwell,53,16568
2017,D23,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,4,Rexdale-Kipling,1,16569
2015,D32,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,32,Englemount-Lawrence,1,16570
2014,D51,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,NSA,NSA,840,16571
2021,D13,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,NSA,NSA,227,16572
2021,D22,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,10,Princess-Rosethorn,1,16573
2017,D31,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,27,York University Heights,583,16574
2018,D55,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,67,Playter Estates-Danforth,15,16575
2016,D13,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,NSA,NSA,654,16576
2017,D55,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,69,Blake-Jones,18,16577
2020,NSA,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,116,Steeles,21,16578
2018,D23,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,3,Thistletown-Beaumond Heights,81,16579
2020,D55,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,69,Blake-Jones,1,16580
2014,D11,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,NSA,NSA,4,16581
2018,D11,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,86,Roncesvalles,33,16582
2018,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,31,Yorkdale-Glen Park,72,16583
2014,D42,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,148,East L'Amoreaux,2,16584
2016,D42,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,144,Morningside Heights,51,16585
2019,D32,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,151,Yonge-Doris,9,16586
2017,D32,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,153,Avondale,428,16587
2014,D22,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,15,Kingsway South,7,16588
2014,D41,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,123,Cliffcrest,3,16589
2020,D11,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,NSA,NSA,52,16590
2020,D55,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,54,O'Connor-Parkview,204,16591
2022,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,174,South Eglinton-Davisville,1,16592
2014,D31,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,23,Pelmo Park-Humberlea,233,16593
2019,D14,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,80,Palmerston-Little Italy,15,16594
2015,D22,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,10,Princess-Rosethorn,1,16595
2022,D42,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,148,East L'Amoreaux,8,16596
2020,D41,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,125,Ionview,35,16597
2022,D33,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,150,Fenside-Parkwoods,39,16598
2015,D55,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,64,Woodbine Corridor,12,16599
2014,D13,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,107,Oakwood Village,2,16600
2014,D55,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,62,East End-Danforth,60,16601
2022,D14,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,84,Little Portugal,24,16602
2021,D33,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,119,Wexford/Maryvale,21,16603
2016,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,155,Downsview,11,16604
2016,D41,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,120,Clairlea-Birchmount,213,16605
2015,D42,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,134,Highland Creek,1,16606
2019,D53,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,71,Cabbagetown-South St.James Town,2,16607
2020,D23,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,7,Willowridge-Martingrove-Richview,480,16608
2014,D43,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,135,Morningside,3,16609
2021,D32,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,152,East Willowdale,1,16610
2017,D42,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,129,Agincourt North,282,16611
2014,D33,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,116,Steeles,10,16612
2014,D33,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,42,Banbury-Don Mills,87,16613
2018,D51,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,NSA,NSA,142,16614
2022,D13,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,NSA,NSA,314,16615
2015,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,32,Englemount-Lawrence,22,16616
2020,D43,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,136,West Hill,3,16617
2017,D51,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,NSA,NSA,3,16618
2022,D14,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,165,Harbourfront-CityPlace,158,16619
2022,D23,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,2,Mount Olive-Silverstone-Jamestown,3,16620
2017,D12,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,113,Weston,34,16621
2021,D53,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,99,Mount Pleasant East,4,16622
2022,D31,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,NSA,NSA,9,16623
2014,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,152,East Willowdale,24,16624
2022,D42,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,130,Milliken,88,16625
2017,D41,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,123,Cliffcrest,39,16626
2019,D23,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,10,Princess-Rosethorn,4,16627
2022,D53,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,95,Annex,2,16628
2014,D43,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,143,West Rouge,2,16629
2014,D11,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,89,Runnymede-Bloor West Village,1,16630
2020,D41,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,121,Oakridge,118,16631
2016,D52,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,165,Harbourfront-CityPlace,63,16632
2016,NSA,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,NSA,NSA,23,16633
2020,D22,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,NSA,NSA,19,16634
2020,D53,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,74,North St.James Town,1,16635
2017,D32,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,33,Clanton Park,7,16636
2021,D55,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,59,Danforth East York,1,16637
2018,D53,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,103,Lawrence Park South,2,16638
2020,D31,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,155,Downsview,1,16639
2020,D43,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,157,Bendale South,5,16640
2014,D23,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,5,Elms-Old Rexdale,5,16641
2021,D42,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,NSA,NSA,1,16642
2017,D55,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Unknown,64,Woodbine Corridor,1,16643
2016,D22,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,16,Stonegate-Queensway,99,16644
2015,D13,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,171,Junction-Wallace Emerson,71,16645
2014,D52,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,NSA,NSA,431,16646
2022,D43,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,135,Morningside,125,16647
2017,D42,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,145,Malvern West,289,16648
2022,D13,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Youth,107,Oakwood Village,1,16649
2015,D52,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,164,Wellington Place,655,16650
2014,D41,Prov Offence Summons Part Iii Form 104                                         ,Distracted Driving,Adult,119,Wexford/Maryvale,2,16651
2020,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,167,Church-Wellesley,2,16652
2014,D43,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,139,Scarborough Village,200,16653
2021,D22,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,159,Etobicoke City Centre,225,16654
2015,D14,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,95,Annex,20,16655
2017,D12,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,NSA,NSA,59,16656
